Word,Gender
escarpe,m
escarpe,f
ambroisie,f
kannada,m
ksi,m
codominance,f
passeur,m
fer à cheval,m
babine,f
couturière,f
papetier,m
gélule,f
éternité,f
adhésif,m
hospitalier,m
saignement,m
entorse,f
écorchure,f
égratignure,f
auxologie,f
millionième,m
symptôme,m
luxation,f
remède,m
déchirure,f
dysfonction érectile,f
comprimé,m
malposition,f
coupure,f
massepain,m
agressivité,f
aéromancien,m
aéromancie,f
embuscade,f
aérolithe,m
extrait,m
compétiteur,m
homosocialité,f
éther,m
amphore,f
althaea,m
sellerie,f
sergot,m
méat,m
marmiton,m
atomisation,f
centrifugeuse,f
filmologie,f
nihilisme,m
scatologie,f
polymérase,f
uréase,f
chymotrypsine,f
zaïre,m
jeunesse dorée,f
prométaphase,f
dunette,f
sénilité,f
tillac,m
chamaillis,m
couleuvrine,f
chaloupe,f
monceau,m
artère,f
végétalienne,f
galantine,f
spiritisme,m
vengeresse,f
plombe,f
isoforme,m
lignine,f
col de l'utérus,m
graffeur,m
diacre,m
fabliau,m
arabisation,f
désinstalleur,m
mancipation,f
berlingot,m
pantoum,m
trumeau,m
requalification,f
équinoxe,m
vannerie,f
protestantisme,m
jardin potager,m
squasheur,m
automatisation,f
méditation,f
mandement,m
maneaba,f
immondice,f
messie,m
multicoque,m
parolier,m
téléporteur,m
gageure,f
texturisation,f
remobilisation,f
neurobiologie,f
bedaine,f
saute-au-paf,f
mycologie,f
tanche,f
aciérie,f
soudeur,m
bâche,f
soudeuse,f
décalage,m
casier,m
casier,m
décalage vers le rouge,m
maison du tourisme,f
mulet,m
mulet,m
mulet,m
mulet,m
uracile,m
jour de paie,m
verrerie,f
VTT,m
manille,f
manille,f
manille,f
leucopénie,f
manicou,m
scrabbleur,m
bichon,m
citoyenne,f
coauteur,m
condamnation,f
faillite,f
désarmement,m
contrainte,f
essor,m
exportateur,m
tremblement de terre,m
décret,m
exclu,m
exclu,f
tremblement,m
descente,f
administrateur,m
rosière,f
pleurnicheuse,f
pleurnicheur,m
raclée,f
créole,m
bergère,f
chiffonnier,m
bonbonnière,f
appellation contrôlée,f
pousse-café,m
gifle,f
pognon,m
laitance,f
universalisation,f
photothérapie,f
décade,f
octidi,m
primidi,m
pagne,m
pagne,m
tridi,m
quintidi,m
nonidi,m
septidi,m
terrorisme,m
sextidi,m
quartidi,m
décadi,m
battage,m
militance,f
banderillero,m
balafon,m
manoir,m
NDT,f
lipide,m
entresol,m
coleta,f
sodoku,m
raison d'État,f
glucide,m
pubalgie,f
casse-couilles,m
épididyme,m
saccaride,m
aucuba,m
chaise pliante,f
spermatozoide,m
popularité,f
périmètre,m
générateur,m
majesté,f
proximité,f
normalité,f
prévention,f
rechargement,m
métrage,m
pragmatique,f
pétrolier,m
vaisseau sanguin,m
icône,f
traitement,m
colonisateur,m
thème,m
porteur,m
magot,m
magot,m
bellâtre,m
patinage synchronisé,m
manuterge,m
archonte,m
catécholamine,f
leishmania,f
chou frisé,m
ilion,m
diapir,m
malabsorption,f
BZD,f
mourante,f
exbioctet,m
tébioctet,m
mébioctet,m
zébioctet,m
gibioctet,m
yobioctet,m
pébioctet,m
mégaoctet,m
kilooctet,m
téraoctet,m
sexuation,f
tastevin,m
pudeur,f
gardian,m
tribologie,f
albumine,f
globuline,f
épuisement,m
manade,f
granulomatose,f
marcottage,m
eldorado,m
gouda,m
chien d'eau,m
chien d'eau portugais,m
charleston,m
chialeux,m
maréchal,m
espéranto,m
conjonction,f
nominalisation,f
verdin,m
mondialisation,f
BEP,m
secte,f
sauropode,m
acide désoxyribonucléique,m
troncature,f
système solaire,m
barbet,m
posologie,f
Coréen,m
Indonésien,m
pourpre,m
déclinaison,f
rayon X,m
chevreuil,m
auriculaire,m
ours en peluche,m
datif,m
devinette,f
soute,f
goyave,f
étal,m
clausule,m
greffe,m
greffe,f
ædifice,m
larcin,m
police judiciaire,f
actualité,f
verbalisation,f
lexicalisation,f
parallélépipède,m
goémon,m
molaire,f
séisme,m
stellarator,f
bac à sable,m
pôle nord,m
toundra,f
partie du discours,f
altimètre,m
buse,f
buse,f
goéland,m
fourrure,f
roucoulement,m
camionnette,f
Chrétien,m
hermine,f
microdisquette,f
gaupe,f
bichon à poil frisé,m
as des as,m
mythe,m
orchestratrice,f
accessibilité,f
passepartout,m
féodalité,f
naja,m
bannière,f
impiété,f
enjambée,f
stratagème,m
encoignure,f
poteau,m
gammaglobuline,f
rayure,f
coffret,m
fraudeur,m
microscopie,f
tabatière,f
spéculoos,m
isoprène,m
orogenèse,f
masturbation intellectuelle,f
præjudice,m
croisade,f
ragoût,m
tranquillité,f
éloquence,f
trou noir,m
poulain,m
prépositionnel,m
miction,f
abeille ouvrière,f
séquence,f
silencieux,m
Vietnamien,m
caniveau,m
ordonnance,f
gobelet,m
colis,m
polyèdre,m
kurde,m
phosphore,m
tungstène,m
déclaration,f
arachnophobie,f
martyrologe,m
Martiniquais,m
androïde,m
flicaille,f
tourbe,f
logarithme,m
binôme,m
sabord,m
martyre,m
martyre,f
abâtardissement,m
martyrium,f
Sud-Coréen,m
mère au foyer,f
Iraquien,m
kleptomanie,f
occultisme,m
noix de muscade,f
petit pont,m
volcanologie,f
attrait,m
assistante,f
raifort,m
anesthésique,f
alcoolisme,m
cacatoès,m
défenestration,f
anesthésie,f
chancelier,m
bourg,m
anglicisme,m
poisson rouge,m
myrtille,f
eyalet,m
nébuleuse,f
douve,f
douve,f
révélation,f
petit-lait,m
dangerosité,f
chiffreur,m
intensité,f
chéquier,m
dînette,f
inventaire,m
tuerie,f
langue maternelle,f
ramoneur,m
directrice,f
commandeur,m
sifflet,m
manxois,m
maternelle,f
rémouleur,m
moufle,f
adénine,f
délit,m
vacher,m
raquette,f
roseau,m
mannois,m
barreau,m
morve,f
paranoïa,f
yohimbine,f
suricate,m
troisième personne,f
masochisme,m
archipel,m
bihebdomadaire,m
teckel,m
gros orteil,m
hexadécimal,m
agreste,m
prophète,m
assistance publique,f
broussaille,f
chèvrefeuille,m
pantin,m
canif,m
laurier-sauce,m
grippe porcine,f
acarbose,m
pronom relatif,m
rouget,m
ocytocique,m
déclassé,m
nom abstrait,m
MEQ,m
führer,m
azoospermie,f
virologie,f
SRB,m
crique,f
engrain,m
chah,m
bruitage,m
embarcadère,m
compositeur,m
pipérade,f
brousse,f
plastination,f
boubou,m
dilemme,m
minbar,m
joueuse,f
jardinier,m
densité,f
dalmatien,m
intervieweur,m
mathématicien,m
myxomatose,f
décryptage,m
convoi,m
entrevue,f
goalball,m
sacoche,f
bronchiectasie,f
dalmate,m
boutonnière,f
étrave,f
embrun,m
éboulis,m
fonctionnement,m
sensibilité,f
recommandation,f
représentation,f
Colombien,m
rémunération,f
priorité,f
stabilité,f
maintien,m
phonétique,f
ourse,f
combinaison,f
limaille,f
optique,f
fêlé,m
socialisme,m
nationalisme,m
restauration,f
rainure,f
totalité,f
arrière-grand-père,m
berger allemand,m
chausse-pied,m
ermitage,m
cénure,m
mercenaire,m
cérumen,m
opportunité,f
statut,m
éditeur,m
processeur,m
raccourci,m
partenariat,m
coordonnée,f
retrait,m
liquidité,f
révision,f
déchet,m
compétence,f
notoriété,f
ectopie,f
lyophilisation,f
lagon,m
sanctuaire,m
redressement,m
aphélie,m
industriel,m
cigale,f
surnom,m
masurium,m
nudité,f
chuintement,m
treuil,m
virginité,f
froissement,m
point de côté,m
commentaire,m
législateur,m
délai,m
transfert,m
anglo-saxon,m
rebord,m
marchandise,f
guimbarde,f
remous,m
équipement,m
supplément,m
variété,f
sérénité,f
syndrome de Down,m
syndrome du cri du chat,m
déclin,m
entité,f
fidélité,f
fondation,f
crédibilité,f
étirement,m
mentalité,f
monteur,m
détour,m
refroidissement,m
diversité,f
exonération,f
rejet,m
convivialité,f
constatation,f
hypospadias,m
dulie,f
anonymie,f
anonymité,f
anonymat,m
prémix,m
Guadeloupéen,m
lentigo,m
humanité,f
magnétisme,m
saveur,f
vivandière,f
prétexte,m
vivandier,m
biguine,f
pétard,m
shtreimel,m
paludisme,m
pommade,f
cormoran,m
mépris,m
grogue,m
allégresse,f
macareux,m
germanisation,f
lignée,f
regrat,m
méiose,f
femme au foyer,f
parangon,m
acarien,m
sot-l'y-laisse,m
monticule,m
récif,m
luxure,f
margelle,f
tôle,f
tôle,f
brasero,m
télécommunications,f
perspectivisme,m
télépathie,f
europhilie,f
électromagnétisme,f
science-fiction,f
bombyx,m
hénothéisme,m
inertie,f
calligraphie,f
capuchon,m
microprocesseur,m
impériale,f
dédommagement,m
transporteur,m
strongyle,m
flétan,m
gaz noble,m
arbrisseau,m
harnais,m
grec ancien,m
sensualité,f
regroupement,m
composante,f
empathie,f
hypertexte,m
refus,m
mobilité,f
maturité,f
manuscrit,m
dévaluation,f
régulation,f
instructif,m
familiale,f
indicateur,m
libéralisation,f
protiste,m
balinais,m
renouvellement,m
revente,f
annonceur,m
basilique,f
différentielle,f
vocabulaire,m
vice-président,m
raisonnement,m
compatibilité,f
aéronautique,f
réorganisation,f
confort,m
Luxembourgeois,m
obésité,f
fondamental,m
spéculation,f
déroulement,m
chiralité,f
voiturette,f
vaudou,m
mousqueton,m
mousqueton,m
adaptateur,m
rentabilité,f
galipette,f
logistique,f
réglisse,f
asthme,m
polémique,f
retournement,m
limitée,f
épisode,m
livret,m
législature,f
colley,m
rougeole,f
spécialité,f
Wallon,m
polyéthylène,m
différentiel,m
déduction,f
exemplaire,m
prometteur,m
riboflavine,f
effectif,m
déplacement,m
preneur,m
vitamine C,f
atonie,f
paléontologie,f
linéaire,m
ptérodactyle,m
strabisme,m
cédule,f
victoire à la Pyrrhus,f
débutante,f
hétérozygote,m
compagnon,m
balanite,f
balanite,m
décideur,m
obélisque,m
repose-pied,m
plurilinguisme,m
régression,f
féminité,f
sursaut,m
vélo couché,m
carence,f
validité,f
coutume,f
pédophilie,f
présidentielle,f
parution,f
formalité,f
orphelinat,m
mousseline,f
fragilité,f
toponyme,m
brimborion,m
planétaire,m
ménopause,f
réflexe,m
ski nautique,m
urne électorale,f
œuvre d'art,f
avestique,m
hongre,m
gouter,m
urticaire,f
brise-lames,m
bioinformatique,f
dénominateur,m
atrophie,f
huile de coude,f
complexe d'Œdipe,m
dégustation,f
interlocuteur,m
sobriété,f
acide citrique,m
amaranthe,f
veuf,m
moteur de recherche,m
infortuné,m
malchance,f
bronca,f
sabre laser,m
homéopathie,f
cèdre,m
électron-volt,m
nanomètre,m
loyauté,f
radiotélescope,m
toluène,m
tchador,m
antiseptique,m
multiplicande,m
challengeur,m
analphabétisme,m
protubérance,f
illettrisme,m
isomorphisme,m
multiplicateur,m
résistivité,f
cervelet,m
ciboule,f
méthionine,f
mixeur,m
mixeur,m
automaticien,m
cheval de Troie,m
knickerbocker,m
mondialisme,m
périscope,m
arrière-pays,m
oncologue,m
thé vert,m
rosaire,m
nénètse,m
mante,f
mante,f
lynx roux,m
mésoderme,m
superpuissance,f
grippe aviaire,f
humidificateur,m
doublon,m
bréviaire,m
sécularisme,m
pierre tombale,f
aubépine,f
métastabilité,f
incendiaire,m
tapecul,m
achillée,f
docufiction,f
grizzli,m
téléphonie,f
détriment,m
paraclet,m
dynamisme,m
versement,m
freinage,m
tapuscrit,m
débiteur,m
sculpteur,m
sicav,f
saint-bernard,m
prolongateur,m
radiotéléphone,m
révélateur,m
répondeur,m
bardane,f
mégaphone,m
vibrance,f
héliciculture,f
publirédactionnel,m
présidium,m
reconversion,f
sous-bois,m
aïnou,m
nazisme,m
esquif,m
sarbacane,f
radarastronomie,f
imperfectif,m
médina,f
pèse-lait,m
dalaï-lama,m
réductase,f
déviance,f
vascularisation,f
radionécrose,f
pessimisme,m
cynisme,m
téléphone arabe,m
caisse noire,f
rubrique,f
escapisme,m
radiotélégraphie,f
tatoueur,m
énurésie nocturne,f
collectivisme,m
kayakeur,m
métachronisme,m
placentaire,m
vitrail,m
saïga,m
eau de source,f
aligot,m
circonfixe,m
autorégulation,f
tasseau,m
volcanisme,m
méticulosité,f
rétrogression,f
psychophysique,f
bioindustrie,f
réserpine,m
terraformation,f
képi,m
mirandais,m
inélasticité,f
apophonie,f
bioressource,f
basophile,m
sarcomère,m
métapsychologie,f
festin,m
bioénergétique,f
air du temps,m
bioélectricité,f
fructidor,m
sucre de canne,m
paralangage,m
kolkhoze,m
glucomètre,m
léopard de mer,m
résistine,f
mélampyre,m
rédacteur en chef,m
primitivisme,m
finlandisation,f
masculinisation,f
bonheur-du-jour,m
radiodiagnostic,f
nogaï,m
homosociabilité,f
science des médias,f
pentecôtisme,m
bioclimatologie,f
couperose,f
labanotation,f
truquage,m
beauf,m
harcèlement,m
SICAV,f
féru,m
trucage,m
gothique,m
gotique,m
sioux,m
revascularisation,f
automaticienne,f
art martial,m
gastralgie,f
Tchadien,m
litige,m
orvet,m
glossite,f
gonadotrope,f
palatalisation,f
laquais,m
courtage,m
modalité,f
dérapage,m
décharge,f
créancier,m
rattrapage,m
sérologie,f
périphérique,m
coloris,m
perquisition,f
détenteur,m
flacon,m
sidérurgie,f
tétanos,m
cotation,f
mauvaise langue,f
détenu,m
pourparler,m
teneur,f
teneur,m
podagre,f
surplomb,m
ajonc,m
uniformisation,f
socquette,f
lové,m
drosophile,f
parotide,f
aplasie,f
anosmie,f
chalazion,m
acide muriatique,m
anurie,f
diplopie,f
acide chlorhydrique,m
popeline,f
lapereau,m
pleurite,f
esthéticienne,f
esthéticien,m
bipède,m
comptabilité,f
tergite,f
docimologie,f
chansonnier,m
chansonnier,m
alésoir,m
savanne,f
détentrice,f
teneuse,f
coureuse,f
plérôme,m
gagnante,f
note de frais,m
tumulte,m
scots d'Ulster,m
factionnaire,m
abatant,m
abatée,f
internat,m
épicier,m
arbalète,f
jonglage,m
coup sûr,m
orchite,f
ovariectomie,f
jonglerie,f
boîte à cigare,f
boite à cigare,f
chaman,m
varice,f
actine,f
porte-clé,m
porte-clef,m
cor des Alpes,m
taxidermie,f
futurologie,f
positivisme,m
scientologie,f
fluxion,m
zoonose,f
retard,m
rimmel,m
frappeuse,f
dioptre,m
gourdin,m
frappeur,m
jaseuse,f
lilas,m
massue,f
moyen français,m
jaseur,m
jaseur,m
chercheuse,f
bienveillance,f
féminicide,m
litière,f
gastrectomie,f
gynocide,f
Portoricaine,f
proctite,f
pariage,m
appareillage,m
second degré,m
sinuosité,f
équation du second degré,f
jongleuse,f
vasselage,m
embêtement,m
prostatite,f
trombine,f
logisticien,m
ponton,m
couvade,f
tourte,f
tourte,f
salpingite,f
conglomérat,m
cambrousse,f
slalomeur,m
bolchevisme,m
cadrage,m
acétate,m
auditoire,m
expérimentateur,m
chochotte,f
cherté,f
licenciement,m
pénombre,f
dérèglement,m
ticket-restaurant,m
répartition,f
astuce,f
clientèle,f
fermière,f
salmonelle,f
cordeau,m
préau,m
échassier,m
paralysie,f
attirance,f
cafétéria,f
mélancolie,f
forestier,m
station spatiale,f
euphorie,f
mouton noir,m
poivron,m
Juif,m
planétoide,m
magasin d'usine,m
prise de courant,f
prostituée,f
archiduc,m
prostitué,m
exutoire,m
solde,m
solde,f
onguent,m
stomatite,f
assamais,m
gué,m
birman,m
ronronnement,m
première personne,f
deuxième personne,f
bimensuel,m
voilier,m
voilier,m
numismatique,f
albédo,m
oppresseur,m
malbouffe,f
chalutier,m
livrel,m
carton jaune,m
paganisme,m
livre électronique,m
élision,f
prolepse,f
estrémaduran,m
clé à douille,f
extrémaduran,m
polyptote,m
pectine,f
luzerne,f
galion,m
targum,m
stomatologie,f
mot d'ordre,m
solarisation,f
relieur,m
vagotomie,f
bringelle,f
cèleri,m
céleri,m
ablégat,m
ableret,m
annone,m
carrelet,m
ablier,m
yéyé,m
mozabite,m
aboteau,m
abolitionnisme,m
receveuse,f
receveur,m
super-héros,m
nombre abondant,m
lanceuse,f
abondement,m
aéroclub,m
perestroïka,f
Émirati,m
spontanéité,f
préliminaire,m
régularité,f
congrégation,f
plasticien,m
frimeur,m
Nubien,m
interrogateur,m
tropisme,m
frime,f
fraicheur,f
observatrice,f
interrogatoire,m
nénufar,m
observatoire,m
lésion,f
nénuphar,m
homologie,f
joaillier,m
régulière,f
Tourangeau,m
gazier,m
anarchisme,m
corne d'abondance,f
régulier,m
lanceur,m
hippogriffe,m
squamule,f
demilune,f
scutellum,m
zooplancton,m
tripodie,f
topaze,f
colorature,f
abaliénation,f
bricole,f
littorine,f
cupidité,f
pervers,m
masturbatrice,f
langue romane,f
carton-pierre,m
porcelle,f
blogue,m
expresso,m
interrogatrice,f
joaillière,f
expérimentatrice,f
plasticienne,f
gazière,f
forestière,f
zakouski,m
kyste,m
non-lieu,m
Gauloise,f
zoogéographie,f
ballotte,f
sortie de bain,f
majordome,m
gentilé,m
rêveur,m
abonnissement,m
Qatarie,f
strume,f
péripatéticien,m
modulatrice,f
oligurie,f
dysthymie,f
abornement,m
abordeur,m
patriotisme,m
oie cendrée,f
strip-tease,m
tabulatrice,f
surmenage,m
Antibois,m
Antiboise,f
skaï,m
baise-en-ville,m
tiare,f
tictac,m
Levantine,f
radasse,f
baisenville,m
réclame,f
réclame,m
commissaire-priseur,m
univers parallèle,m
dioptase,f
cuvée,f
pocharde,f
fion,m
unioniste,m
vestale,f
radja,m
aldol,m
nullité,f
vigogne,m
dadais,m
vépéciste,m
rainette,f
ratage,m
gâterie,f
nétiquette,f
amortisseur,m
béarnais,m
repère,m
ultramicroscopie,m
meunière,f
béarnaise,f
trouvère,m
trouveur,m
raine,f
anémie,f
crispation,f
bajoue,f
fainéant,m
coronis,m
coronis,f
oule,f
aboulie,m
éclaircissement,m
galère,f
Médoc,m
Aalandais,m
aalandais,m
appelante,f
abandon scolaire,m
décrochage,m
auto-da-fé,m
damassé,m
hydrosol,m
beffroi,m
ablépharie,f
abléphare,m
abrasimètre,m
Aberdonien,m
abeillier,m
abrasin,m
abeille charpentière,f
aboyeur,m
abeiller,m
abouchement,m
filé,m
abréaction,f
abreuvage,m
abelia,m
abrègement,m
abordage,m
vergeron,m
abribus,m
abrégement,m
abri fiscal,m
abreuvement,m
abri sous roche,m
abri anti-aérien,m
abri anti-atomique,m
Turkoman,m
abrasif,m
abricotine,f
abrivent,m
abrutissement,m
abrine,f
abricoté,m
nervation,f
abruti,m
abscisse,f
stigmergie,f
lamarckisme,m
risette,f
glapissement,m
vieux-perse,m
Abruzzais,m
félicité,f
capside,f
flagrance,f
globine,f
langue construite,f
modificatrice,f
dissimilitude,f
correcteur,m
formalisme,m
châtelaine,f
infanterie,f
haute école,f
arrestation,f
impudicité,f
impudeur,f
balata,m
végétal,m
thêta,m
arrêt-court,m
horizontale,f
triboulet,m
opéra bouffe,m
premier but,m
troisième but,m
joueur de premier but,m
joueur de troisième but,m
joueur de deuxième but,m
deuxième but,m
indult,m
protège-tibia,m
croyante,f
engendrement,m
demie,f
Islandais,m
football canadien,m
montagnard,m
médiocrité,f
grogne,f
pétitionneur,m
péri,f
pétition,f
code pénal,m
financière,f
pénalité,f
supporteur,m
Turque,f
sonnerie,f
illustrateur,m
rareté,f
fatalité,f
droit pénal,m
émigration,f
cabri,m
épigone,m
nom de baptême,m
nom de jeune fille,m
Polack,m
survol,m
supporteuse,f
schisme,m
yot,m
animalité,f
assureur,m
anxiété,f
échelon,m
chiffrage,m
archétype,m
criminalité,f
ancienneté,f
férule,f
intérim,m
ras-le-bol,m
dotation,f
taux de mortalité,m
fatalisme,m
metteur en scène,m
pilleur,m
mortalité,f
Balinais,m
parfumeur,m
indemnisation,f
Rwandais,m
radiographie,f
mixage,m
viseur,m
poissonnier,m
prélude,m
coaptation,f
aquitain,m
tirage,m
hôtelière,f
demi-dieu,m
hôtelier,m
technétium,m
hémorragie,f
carrure,f
ânon,m
aiglon,m
aiglonne,f
colineau,m
renardeau,m
autruchon,m
colinot,m
directoire,m
débordement,m
souriceau,m
baleineau,m
paonneau,m
louveteau,m
lionceau,m
césarienne,f
prométhéum,m
levraut,m
piscine à débordement,f
parfumerie,f
colin,m
crisette,f
énergétique,f
datagramme,m
clinique,f
matcha,m
andouillette,f
miaulement,m
faisane,f
picvert,m
lapineau,m
pic vert,m
pic-vert,m
éléphante,f
geai,m
saccharase,f
protogine,f
saccharate,m
cannette,f
Balinaise,f
cordonnier,m
carpette,f
marron glacé,m
paternalisme,m
tuyère,f
bouette,f
saccule,m
noix de macadamia,m
radiochirurgie,f
aristocratie,f
vibromasseur,m
bicurieuse,f
curieuse,f
vassale,f
bi-curieux,m
aruspice,m
crasse,f
Hawaiien,m
Hawaïenne,f
Hawaiienne,f
hawaiien,m
braconnier,m
youpin,m
Hawaïen,m
braconnière,f
oukase,m
globe-trotter,m
négrier,m
avidité,f
demi-douche,f
minorant,m
nœud papillon,m
variabilité,f
sagamité,f
jugulaire,m
altérité,f
tireur,m
vam,m
troisième base,f
tireuse,f
première base,f
deuxième base,f
désuétude,f
doigt d'honneur,m
moyenne au bâton,f
baseballeuse,f
baseballeur,m
colonie de vacances,f
bestiau,m
bêtisier,m
univ,f
bichelamar,m
bestiaire,m
bestiaire,m
miséricorde,f
clitoridectomie,f
cas sujet,m
perplexité,f
cas régime,m
vieux français,m
catatonie,f
sagum,m
surcot,m
coudée,f
typote,f
papier terrier,m
enluminure,f
hoqueton,m
haut-de-chausses,m
plaideur,m
bicoquet,m
écolière,f
cohue,f
cotte-hardie,f
petite culotte,f
sixième sens,m
fifre,m
cintre,m
messire,m
chat-huant,m
écolier,m
pratiquant,m
banneret,m
fiscalité,f
coopération,f
rénovation,f
promoteur,m
repli,m
simagrée,f
mansuétude,f
poire belle Hélène,f
intéressé,m
hypocras,m
remixeuse,f
présomption,f
précaution,f
rexisme,m
malotru,m
remixeur,m
rexiste,m
esculapien,m
connétable,m
radjah,m
ovniologie,f
contenant,m
splendeur,f
akène,m
calabrais,m
tapageur,m
tapage,m
réformateur,m
terrasse,f
chaussetier,m
accrétion,f
agrostide,f
butée,f
butée,f
Katangais,m
primat,m
ovni,m
agrobiologie,f
tétraèdre,m
calabraise,f
algol,m
connaisseur,m
visitatrice,f
dentelure,f
agrologie,f
prisonnière,f
attirail,m
foliole,f
snobisme,m
tricheuse,f
nosode,m
bande sonore,f
rugby à treize,m
tricheur,m
modérateur,m
émiettement,m
tombereau,m
sous-titrage,m
acidité,f
marque déposée,f
nom déposé,m
tourelle,f
multinationale,f
oripeau,m
pignon,m
pignon,m
pignon,m
archidiacre,m
alose,f
bohémien,m
réacteur,m
marxisme,m
connaisseuse,f
tacle,m
taffe,f
répertoire,m
antécédent,m
algologie,f
sinople,m
estramaçon,m
ribaude,f
vergette,f
discriminatrice,f
distillatrice,f
étoupe,f
abandonneuse,f
guet,m
conard,m
conasse,f
cryptographie,f
excrément,m
Wallonne,f
échappatoire,f
connasse,f
défricheur,m
découvreur,m
Antillais,m
antithèse,f
luron,m
adrézarach,m
bosniaque,m
procureure,f
oiselle,f
organisatrice,f
bétail,m
rosace,f
talmellier,m
Bruxelloise,f
pourpoint,m
Bruxellois,m
appréciation,f
équipée,f
élargissement,m
entraînement,m
organisateur,m
verroterie,f
procuratrice,f
azédarach,m
friche,f
arbre de Noël,m
engrais,m
opérande,m
auvent,m
illustré,m
procureur,m
procureur,m
procureur,m
cruche,f
fatras,m
futaie,f
Bhoutanais,m
baraque,f
escroc,m
manant,m
Géorgien,m
chevet,m
Palestinien,m
Nigérian,m
attribut,m
décor,m
Qatarien,m
diéthion,m
triamcinolone,m
pointeur,m
célibat,m
Flamande,f
norois,m
vieux norois,m
Flamand,m
norrois,m
perdante,f
vieux norrois,m
étamine,f
vieil islandais,m
volière,f
mâchicoulis,m
pont-levis,m
futaille,f
pourtour,m
gaélique,m
balade,f
patère,f
hernie,f
dépendance,f
askari,m
hennissement,m
intervalle,m
bayard,m
nazie,f
palmipède,m
rétention,f
rivalité,f
pédagogie,f
adjectif possessif,m
obstiné,m
politiquement correct,m
moignon,m
anagogie,f
beau sexe,m
sémème,m
alunissage,m
damier,m
tintement,m
basse-taille,f
schah,m
éwé,m
érection,f
tonnelet,m
effet de serre,m
tamia,m
dénégation,f
ascaride,m
capillaire,m
sérail,m
méchanceté,f
désuffixation,f
dépréfixation,f
recoin,m
pylône,m
clubman,m
calvitie,f
vitesse de la lumière,f
francique ripuaire,m
chevaine,m
bonsaï,m
véto,m
chevesne,m
anglomanie,f
chignole,f
revue de presse,f
russification,f
alternance de code,f
corollaire,m
sep,m
méandre,m
ressemblance,f
partisane,f
passé composé,m
émoticône,f
nucléon,m
pierre philosophale,f
catcheur,m
hottée,f
loriot,m
genre humain,m
prevôté,f
prévôté,f
prévôt,m
maïs éclaté,m
taquin,m
mélimélo,m
flagorneur,m
antoniane,f
méli-mélo,m
serbo-croate,m
inventeur,m
savetier,m
harpon,m
gueule-de-loup,f
cargaison,f
infanteriste,m
chevauchée,f
terminateur,m
échevin,m
guerre mondiale,f
prisonnière de guerre,f
prisonnier de guerre,m
wilaya,f
randonnée,f
placage,m
majusculation,f
camelot,m
camelot,m
économétrie,f
cipaye,m
instantané,m
encéphalopathie,f
physiologie,f
bohémienne,f
maladie de la vache folle,f
chicorée,f
consécutive,f
spermatophyte,f
chronotachygraphe,m
cajoleur,m
déclencheur,m
désaccord,m
stéthoscope,m
pirojki,m
harponneur,m
cafetan,m
surdité,f
aphrodisiaque,m
châtellenie,f
Californien,m
cabanon,m
noix de pécan,f
facette,f
ange déchu,m
superlatif,m
hétéronyme,m
chameau de Bactriane,m
captif,m
poulaille,f
hyperonyme,m
illatif,m
protège-dent,m
fureur,f
copieur,m
multivers,m
discothèque,f
douille,f
visionneur,m
oubli,m
subordonné,m
courant électrique,m
alvéole,m
miroitement,m
scissure,f
pull-over,m
météorite,f
pénicilline,f
frotteurisme,m
gymnase,m
islamophobie,f
acide acétylsalicylique,m
stripteaseuse,f
stripteaseur,m
puéricultrice,f
vétéran,m
blennorragie,f
maillot blanc,m
chaînette,f
chiourme,f
ardillon,m
maillot jaune,m
maillot vert,m
sablier,m
furane,m
notaire,m
couleuvre,f
pochette,f
lubie,f
boite à outils,f
prix Nobel,m
microgramme,m
triolisme,m
déodorant,m
hydrogéologie,f
prisme,m
salade de fruits,f
hospitalité,f
grimpeuse,f
maître-nageur,m
écuelle,f
paléolithique,m
coup de sifflet final,m
grimpeur,m
vélo tout-terrain,m
conciliabule,m
fiançaille,f
contre-la-montre,m
séductrice,f
ligne d'arrivée,f
détecteur,m
Sicilien,m
renforcement,m
sainteté,f
Liégeoise,f
lenteur,f
Lyonnaise,f
séminaire,m
Liégeois,m
éléphant blanc,m
chiisme,m
sunnisme,m
tétraplégie,f
réconciliation,f
vélo tout terrain,m
antihypertensif,m
table de multiplication,f
résilience,f
examen blanc,m
référendum,m
fatuité,f
originalité,f
antihypertenseur,m
arthrose,f
générosité,f
prothèse,f
rayonnement,m
tournage,m
zizanie,f
amoureuse,f
gorgerette,f
particule élémentaire,f
tendresse,f
détection,f
escarcelle,f
érotomanie,f
clair de Terre,m
cosmétique,m
cosmétique,f
particule,f
impressionnisme,m
vache à lait,f
nouveau-né,m
trébuchet,m
répercussion,f
exorde,m
péteur,m
délabrement,m
solidité,f
on-dit,m
compte d'épargne,m
justesse,f
soldatesque,f
péteuse,f
péril,m
piézoélectricité,f
poisson volant,m
bruissement,m
interprétation,f
cohésion,f
courrier indésirable,m
courriel indésirable,m
république bananière,f
faisabilité,f
kéfir,m
superpouvoir,m
huîtrier,m
confiture de lait,f
amiante,m
salmonellose,f
camphre,m
fierté,f
barbeau,m
achevé d'imprimer,m
rufian,m
piquier,m
impossibilité,f
superviseur,m
canadianisme,m
métastase,f
hourra,m
molletière,f
contremaître,m
sajou,m
arc de triomphe,m
carte mère,f
starlette,f
électrice,f
enrégistrement,m
fractale,m
électeur,m
parésie,f
conjointe,f
