Word,Gender
ballon-panier,m
demi-deuil,m
volucompteur,m
affamement,m
koulack,m
libyque,m
numidique,m
produit d'appel,m
film d'épouvante,m
bicrave,f
tue-mouche,m
Bachkir,m
ordinateur de bureau,m
ordinateur de table,m
veillée de Noël,f
double nationalité,f
corps caverneux,m
opération du Saint-Esprit,f
servant de messe,m
scénario catastrophe,m
espace aérien,m
grande puissance,f
puissance nucléaire,f
puissance coloniale,f
bol alimentaire,m
armoire à pharmacie,f
caféicultrice,f
caisse d'épargne,f
économie de subsistance,f
agriculture de subsistance,f
électro-ménager,m
grand mot,m
vieille garde,f
caféiculteur,m
chose du passé,f
transition énergétique,f
Nègre,m
Lusitanien,m
semaine des quatre jeudis,f
chausse-trape,m
sens trigonométrique,m
cercle trigonométrique,m
migrant économique,m
grande distribution,f
chamelet,m
chamelon,m
tête de mule,f
bitcoineur,m
marée basse,f
lampe torche,f
pièce détachée,f
huile de poisson,f
maison d'arrêt,f
pollution sonore,f
sérum de vérité,m
commerce équitable,m
circuit intégré,m
tagette,f
marée haute,f
calcul intégral,m
voyage dans le temps,m
caisson hyperbare,m
cacodémon,m
aigle royal,m
ruse de Sioux,f
alouette des champs,f
illectronisme,m
tête de bourrique,f
titre au porteur,m
voie sans issue,f
travailleur immigré,m
pinson des arbres,m
lettre de créance,f
bitcoineuse,f
déclaration de guerre,f
lettre de recommandation,f
galerie marchande,f
court-courrier,m
moyen-courrier,m
judaïsme rabbinique,m
judaïsme libéral,m
judaïsme orthodoxe,m
judaïsme conservateur,m
judaïsme reconstructionniste,m
judaïsme réformé,m
Macronie,f
mésoscaphe,m
croissanterie,f
surexcitation,f
maître d'armes,m
papier millimétré,m
irrecevabilité,f
fin de non-recevoir,f
vice de procédure,m
zeph,m
obligation scolaire,f
table des négociations,f
casuistique,f
olive verte,f
olive noire,f
carré parfait,m
vieille branche,m
main invisible,f
beurre blanc,m
épanastrophe,f
épanadiplose,f
Vam,m
VAm,m
Vam.,m
VAM,m
VAm.,m
VAM.,m
vice-amiral,m
vice-amiral d'escadre,m
V.Am.,m
brugnonier,m
nectarinier,m
dermatophytose,f
cassissier,m
margose,f
concentrateur,m
désherbage,m
gemmothérapie,f
lithocarpe,m
désensibilisation,f
grimpereau,m
némophile,f
myricaire,m
fibrosarcome,m
cardioprotecteur,m
pancréatite,f
pseudobulbe,m
sociabilisation,f
symphorine,f
entrefesse,m
plateforme de forage,f
préconfinement,m
hôpital psychiatrique,m
langue C,f
langue B,f
langue A,f
langue vocale,f
organisation internationale,f
reconnaissance vocale,f
orichalque,m
sujet grammatical,m
sujet réel,m
source chaude,f
tapisseur,m
taïpan,m
DEUG,m
eau de surface,f
jardin d'Éden,m
chaude lapine,f
bogoss,m
ville fantôme,f
pourga,f
détersion,f
khamsa,f
secours routier,f
association caritative,f
microordinateur,m
modulation de fréquence,f
micro-ordinateur,m
éjaculateur précoce,m
droit de la guerre,m
cire orthodontique,f
parc national,m
mode avion,m
camion poubelle,m
interprétation de conférence,f
père fondateur,m
écoute active,f
contrôle qualité,m
code d'honneur,m
site de rencontre,m
ligne directrice,f
coup de grisou,m
taux de change,m
course aux flambeaux,f
site de rencontres,m
retraite aux flambeaux,f
querelle de clocher,f
lampadédromie,f
hygiène de vie,f
course aux armements,f
entrée en vigueur,f
maison de redressement,f
cambrésine,f
cas social,m
prince des ténèbres,m
fraké,m
libre marché,m
loutre de mer,f
argument d'autorité,m
boa constricteur,m
mise à l'écart,f
criminel de guerre,m
rhinocéros laineux,m
lance-missiles,m
lance-missile,m
choupisson,m
attrape-touriste,m
diarrhée verbale,f
train-train,m
bouche d'égout,f
priorité de droite,f
contre-expertise,f
filet américain,m
lettre d'amour,f
solution miracle,f
macfarlane,m
brosse de toilettes,f
matelas gonflable,m
poupée gonflable,f
château gonflable,m
crevure,f
groupe de travail,m
gestion des risques,f
détournement de mineur,m
porte-conteneur,m
primo-arrivant,m
ordre des choses,m
herbe à chat,f
merranderie,f
cache-misère,m
merrandier,m
cigarette russe,f
boule de Berlin,f
saison des amours,f
bonne pomme,f
compréhensibilité,f
mâle alpha,m
chondroblaste,m
claustromanie,f
costumière,f
vasoconstricteur,m
ciné-club,m
serpent à lunettes,m
frigo américain,m
bâton de chaise,m
force vive,f
vanillier,m
gros œuvre,m
force motrice,f
gratte-cul,m
chef de rayon,m
tégénaire,f
avis de passage,m
nyctale,f
carte grise,f
metteure,f
mouche luisante,f
siffleur,m
sérialisation,f
sphéroïdisation,f
tétanisation,f
surmultiplication,f
surdétermination,f
spiralisation,f
sous-consommation,f
sous-location,f
sous-estimation,f
taylorisation,f
sous-alimentation,f
examen de passage,m
exulcération,f
préfixation,f
gourme,f
hespérie,f
dégénération,f
chevêchette,f
jalet,m
reptilien,m
andromède,f
nature des choses,m
liste d'attente,f
ordre de passage,m
point de passage,m
mètre pliant,m
ligne d'eau,f
flûteur,m
poub,f
démocratie directe,f
kraï,m
taupier,m
rémiz,f
courant continu,m
chirographier,m
sumac vinaigrier,m
potron-minet,m
cholécystotomie,f
liste de fréquence,f
maryse,f
Bédouin,m
démocratie représentative,f
coup de pied au derrière,m
coup de pied au cul,m
bourrin,m
Bourbonnais,m
stiple,m
poignée d'amour,f
marque blanche,f
plancher océanique,m
fond marin,m
langue ancienne,f
utilité publique,f
cœur d'or,m
langue de vipère,f
imbécile heureux,m
cœur de pierre,m
état de choc,m
capital social,m
antitziganisme,m
antitsiganisme,m
anti-tsiganisme,m
seuil de rentabilité,m
maison individuelle,f
fistulographie,f
fornicateur,m
ferromanganèse,m
figurisme,m
filmage,m
iron ring,m
art visuel,m
population active,f
propriété privée,f
profil perdu,m
secret bancaire,m
témoin de navigation,m
maison d'hôtes,f
profondeur de champ,f
grande profondeur,f
lutte libre,f
mère-patrie,f
mère patrie,f
entrée de gamme,f
discuteuse,f
manométrie,f
accent tonique,m
bas de gamme,m
geste commercial,m
discuteur,m
petite profondeur,f
col romain,m
bernache nonnette,f
nonnette,f
bernache du Canada,f
prise de contact,f
billet doux,m
moulaga,f
sauve-qui-peut,m
prise de notes,f
léopard des neiges,m
perte de connaissance,f
cale-porte,m
démocratie indirecte,f
bras de levier,m
mot-clé,m
bisquain,m
gerbier,m
maison mitoyenne,f
vie nocturne,f
médecine du sport,f
médecin du travail,m
abeillage,m
syntagme nominal,m
heure du berger,f
nerf optique,m
marge d'erreur,f
prise d'otage,f
prise d'otages,f
rire homérique,m
drêche,f
zone piétonne,f
baïoque,f
paranatation,f
paracyclisme,m
code de conduite,m
pull à capuche,m
neurodiversité,f
demande en mariage,f
style libre,m
baasisme,m
service de secours,m
diode électroluminescente,f
cours du soir,m
route de campagne,f
lampe de chevet,f
vie active,f
sous-khôlle,m
barre d'espace,f
call-girl,f
extrait de compte,m
bombasin,m
saint synode,m
discriminateur,m
place au soleil,f
lisseur,m
fer à lisser,m
frigolite,f
polystyrène expansé,m
salon de massage,m
réalité virtuelle,f
heure creuse,f
gnomide,f
wendat,m
amazighisme,m
amazighisant,m
berbérisme,m
berbérisant,m
sirventès,m
pèse-personne,m
théorie des cordes,f
œillet des fleuristes,m
phlyctène,f
moucherolle,f
courgeron,m
mécanique des fluides,f
prix coûtant,m
prix de vente,m
étude de cas,f
rappel à l'ordre,m
arr.,m
coupe-tube,m
mandat de perquisition,m
coupe-boulons,m
pince-monseigneur,f
landgraviat,m
répétitorat,m
khédivat,m
sac plastique,m
margraviat,m
cocodinde,m
laccolithe,f
législatrice,f
laryngospasme,m
langoustier,f
latinisation,f
limnigraphe,m
laryngoscopie,f
boustrophédon,m
bonimenteur,m
cornières,f
haquebute,f
fausse alerte,f
sonnette d'alarme,f
imparité,f
imprimabilité,f
idiopathie,f
idéologisation,m
imposeur,m
improbabilité,f
supergrand,m
discours rapporté,m
autoapprentissage,m
chaudin,m
passe-garde,f
skeud,m
brolique,m
poisson-lion,m
passe-passe,m
météo-tsunami,m
météotsunami,m
hypothyroïdisme,m
hypotrophie,f
hyposécrétion,f
hypolipémie,f
hypoglobulie,f
hypothyroïdie,f
hypoglycémiant,m
poisson-clown,m
tortue verte,f
pieuvre à anneaux bleus,f
bon élève,m
mauvais élève,m
commission rogatoire,f
assurance maladie,f
assurance santé,f
radar automatique,m
formation continue,f
barre des tâches,f
tridacne,f
morue polaire,f
blanchon,m
phoque du Groenland,m
plantation de mai,f
porte-voix,m
zostère marine,f
zostère naine,f
économie de guerre,f
montre à gousset,f
montre à savonnette,f
bte,m
oiseau migrateur,m
messagerie instantanée,f
valeur de marché,f
camérawoman,f
simplisme,m
être vivant,m
consentement éclairé,m
caméra thermique,f
guide touristique,m
épithalame,m
vaisseau du désert,m
guide de voyage,m
reuf,m
tchoy,m
plavon,m
kichta,f
questionnaire à choix multiple,m
coupe-bourse,m
rifodé,m
malingreux,m
archisuppôt,m
marcandier,m
table d'opération,f
faux contact,m
marchand de sommeil,m
affaire de vie ou de mort,f
vendeur de sommeil,m
mouvement de jeunesse,m
question de vie ou de mort,f
ingénieur civil,m
contrôle technique,m
prime de risque,f
homme d'armes,m
féminisme radical,m
tire-fond,m
déshumidificateur,m
glande lacrymale,f
faux-monnayage,m
monnaie de siège,f
monnaie de singe,f
gueule jusque par terre,f
esprit du temps,m
panmixie,f
spéculum,m
homme de bien,m
littérature comparée,f
linguistique comparée,f
démon de midi,m
marche blanche,f
franc-jeu,m
physique quantique,f
assemblée générale,f
séparation des pouvoirs,f
UVC,f
fiche de paie,f
bulletin de salaire,m
chérimole,f
chérimolier,m
garde-corps,m
pinastre,m
quos ego,m
oréade,f
géomys,m
lambourde,f
liberté de panorama,f
turfu,m
crochetage,m
âge de pierre,m
organe sensoriel,m
collecte de sang,f
play-back,m
coma artificiel,m
crise d'identité,f
don d'organes,m
passeport vaccinal,m
transpalette,m
téléconseillère,f
centre d'appels,m
téléconseiller,m
ruban de masquage,m
fermenteur,m
fédératrice,f
fluviomètre,m
télémanipulation,f
télésignalisation,f
tubérisation,f
expéditrice,f
roue arrière,f
déjudiciarisation,f
optimalité,f
théorie de l'optimalité,f
Gymnopédie,f
pelotage,m
maître de conf,m
maison mobile,f
parc de maisons mobiles,m
planure,f
planure,f
maneton,m
ubérisation,f
lactoremplaceur,m
poulet frit,m
pipotron,m
taôisme,m
tétanisme,m
terpolymère,m
tectibranche,m
téphrite,f
tétracorde,m
téléphonage,m
thermodynamicien,m
thermothérapie,f
thermogravimétrie,f
téléostome,m
trachéostomie,f
télamon,m
trafiqueur,m
technocratisme,m
transsexualisme,m
technographie,f
tectonisation,f
thermométrie,f
AAAAA,m
toxicodermie,f
tissu cicatriciel,m
Étasunien,m
Étatsunien,m
petit-déjeuner,m
Étasunienne,f
Étatsunienne,f
contre-emploi,m
contre-courant,m
fond perdu,m
margouillat,m
wokisme,m
dispositif à couplage de charge,f
cytochalasine,f
ostéologie,f
tracerie,f
sauce soya,f
afrophobie,f
hétérophobie,f
transphobie,f
aporophobie,f
islamo-gauchisme,m
judéo-bolchévisme,m
pauvrophobie,f
lamie,f
publicité caméléon,f
plongée sous-marine,f
électronica,f
country alternative,f
tour de vis,m
impuissance apprise,f
transgresseuse,f
chaîne logistique,f
ostéologue,m
américançais,m
obèle,m
arcure,f
mousquedaire,m
metche,f
sercquiais,m
brocheuse,f
quadrisaïeule,f
brocheur,m
quadrisaïeul,m
lampe soleil,f
lampe solaire,f
masago,m
sapotier,m
gratuiciel,m
quintessentiel,m
partagiciel,m
clic-clac,m
pain d'épices,m
mononcle,m
quérimonie,f
surpêche,f
règle d'or,f
beau rôle,m
plan-séquence,m
nuit américaine,f
pont-canal,m
version d'auteur,f
sport extrême,m
image par seconde,f
fondu enchaîné,m
carmeltazite,m
niveau de difficulté,m
jeu d'arcade,m
sonographeur,m
chat-garou,m
renard-garou,m
tigre-garou,m
guillocheur,m
gel douche,m
oignon rouge,m
restauration rapide,f
dermatopontine,f
toc-toc,m
cohortage,f
ailurophobie,f
cor d'harmonie,m
ralingue,f
réduplication,f
steeple-chase,m
ritualisme,m
ranimation,f
rechristianisation,f
réoccupation,f
récidivisme,m
remémoration,f
garde-collet,m
cervellière,f
cervelière,f
tassette,f
robeur,m
vice allemand,m
strongle,m
rhodinol,m
vougier,m
voulgier,m
salonnier,m
mahagoni,m
sabre d'abordage,m
organsin,m
homoérotisme,m
indianologie,f
vénérologie,f
vomitoire,m
vénéréologie,f
conchyliologie,f
contactologie,f
léprologie,f
électrobiologie,f
hippologie,f
gnoséologie,f
électroradiologie,f
démonologie,f
erpétologie,f
climatopathologie,f
hydrobiologie,f
mastologie,f
hymnologie,f
neuroradiologie,f
paléohistologie,f
déchronologie,f
physiopathologie,f
volumétrie,f
interpsychologie,f
périssologie,f
néologie,f
scénologie,f
structurologie,f
parémiologie,f
typtologie,f
raciologie,f
sémasiologie,f
séméiologie,f
rhinologie,f
phtisiologie,f
prosopologie,f
glossotomie,f
bryologie,f
pallidectomie,f
sphinctérotomie,f
sphinctérectomie,f
vésiculectomie,f
hépatotomie,f
ophiologie,f
kératotomie,f
polémologie,f
cystectomie,f
spéléotomie,f
psychobiologie,f
staphylotomie,f
ténotomie,f
hépatectomie,f
trichologie,f
neurophysiologie,f
névrotomie,f
pharmacocinétique,f
soirée arrosée,f
mimologie,f
salpingotomie,f
l'air de rien,m
demi-brassard,m
embryopathie,f
hémopathie,f
ténopathie,f
naupathie,f
spermogramme,m
coronaropathie,f
électrorétinogramme,m
digitoplastie,f
réflexogramme,m
cardiopathie,f
stéréogramme,m
néoplastie,f
ténoplastie,f
oscillogramme,m
discopathie,f
palatogramme,m
salpingoplastie,f
digramme,m
sphygmogramme,m
thoracoplastie,f
ventriculogramme,m
kératoscopie,f
ostéoplastie,f
palatoplastie,f
myogramme,m
ptarmoscopie,f
urétérostomie,f
hémogramme,m
négatoscope,m
strioscopie,f
trigramme,m
sociogramme,m
diaphanoscopie,f
ophtalmoscope,m
sous-programme,m
électro-encéphalogramme,m
ophtalmoscopie,f
staphyloplastie,f
uranoscope,m
trichogramme,m
masturbation mutuelle,f
limnimétrie,f
contrôle des naissances,f
névropathie,f
rhinoplastie,f
stomatoplastie,f
tératoscopie,f
uranoplastie,f
utéroscopie,f
trichlorométhane,m
butyromètre,m
cinémomètre,m
curvimètre,m
colorimètre,m
élasticimètre,m
débitmètre,m
humidimètre,m
extensomètre,m
éclimètre,m
lucimètre,m
électrodynamomètre,m
graphomètre,m
fluxmètre,m
économètre,m
gyromètre,m
fréquencemètre,m
grisoumètre,m
hématimètre,m
luxmètre,m
glycomètre,m
iconomètre,m
ondemètre,m
piézomètre,m
planimétrie,f
oscillométrie,f
mégohmmètre,m
milliampèremètre,m
ophtalmomètre,m
phacomètre,m
psophométrie,f
stigmomètre,m
pantomètre,m
stalagmométrie,f
sitogoniomètre,m
osmomètre,m
phasemètre,m
psophomètre,m
spirométrie,f
spiromètre,m
hypermètre,m
stalagmomètre,m
strabomètre,m
statokinésimètre,m
teneurmètre,m
pycnomètre,m
trimètre,m
telluromètre,m
tétramètre,m
uromètre,m
typomètre,m
planimètre,m
élasticimétrie,f
bolomètre,m
tribométrie,f
sensorimétrie,f
gustométrie,f
ébulliométrie,f
lexicométrie,f
osmométrie,f
magnétométrie,f
micrométrie,f
horométrie,f
microcalorimétrie,f
thermocolorimètre,m
tensiométrie,f
millivoltmètre,m
hydrométrie,f
lactodensimètre,m
sensitométrie,f
titrimétrie,f
stéréométrie,f
protométrie,f
galactomètre,m
densimétrie,f
pentamètre,m
tribomètre,m
climatothérapie,f
opacimétrie,f
gazométrie,f
psychométrie,f
stabilimètre,m
oscillomètre,m
téléautographie,f
optométrie,f
oxymétrie,f
photo-élasticimétrie,f
sonomètre,m
pyrométrie,f
cobaltothérapie,f
fangothérapie,f
homographie,f
pneumatothérapie,f
organothérapie,f
réflexothérapie,f
oxygénothérapie,f
sociothérapie,f
onirothérapie,f
hormonothérapie,f
lactomètre,m
ionothérapie,f
téléradiothérapie,f
vitaminothérapie,f
vertébrothérapie,f
pharmacothérapie,f
insulinothérapie,f
horographie,f
comprachico,m
emménagogue,m
potomètre,m
leucoblaste,m
lipolyse,f
myéloblaste,m
normoblaste,m
leucocytolyse,f
kératolyse,f
érythroblastose,f
sociatrie,f
fibrinolyse,f
neuroblaste,m
hippiatrie,f
onychophagie,f
mélophage,m
phratrie,f
leucocytose,f
hypoleucocytose,f
lymphocytose,f
viviparité,f
ovoviviparité,f
dynamographe,f
oecuménisme,m
ontogenèse,f
oviparité,f
ophiolâtrie,f
lithographe,m
oecuménicité,f
glycogénogenèse,f
paraphrénie,f
ichtyophagie,f
iconolâtrie,f
psychogenèse,f
pétrogenèse,f
phoniatrie,f
ontogénie,f
hypergenèse,f
lithogenèse,f
pédopsychiatrie,f
trypsinogène,m
kératotome,m
cénesthésie,f
urobilinogène,m
coenesthésie,f
paresthésie,f
rachianesthésie,f
glomérulonéphrite,f
télesthésie,f
phellogène,m
leucorrhée,f
proctorrhée,f
histogenèse,f
hépatonéphrite,f
otorrhée,f
dysménorrhée,f
leucomélanodermie,f
microfractographie,f
pyorrhée,f
hymnographe,m
pachydermie,f
neutronographie,f
électronographie,f
ergographe,m
historadiographie,f
sphygmographe,m
holographe,m
kymographe,m
cacographe,m
hodographe,m
vidéographie,f
logographe,m
salpingographie,f
héliographe,m
spirographie,f
vaccinogène,m
hymnographie,f
profilographe,m
solarigraphe,m
pyrographe,m
piézographe,m
normographe,m
spirographe,m
stradographe,m
protoptère,m
vibrographe,m
Oxonien,m
obsécration,f
hyperchromie,f
métallochromie,f
trichoptère,m
stéréochromie,f
sphénoptère,m
sonagraphe,m
myographe,m
opalisation,f
monochromie,f
homochromie,f
hyalographie,f
héliochromie,f
pyélonéphrite,f
vésiculographie,f
thysanoptère,m
morphinisme,m
monoïdéisme,m
brassal,m
verbomanie,f
nostomanie,f
éthéromanie,f
morphinomanie,f
microlithe,m
démonomanie,f
pharmacomanie,f
coraciiforme,m
sphénisciforme,m
brasserole,f
nasique,m
célérifère,m
mormonisme,m
pélécaniforme,m
cocaïnomanie,f
logicisme,m
hypercorticisme,m
empiriocriticisme,m
terrain de basketball,m
court de tennis,m
planche à neige,f
planche de surf,f
homoncule,m
ipséité,f
l'art pour l'art,m
voyoute,f
longue traîne,f
positivisme juridique,m
épatage,m
faculté de droit,f
sauce hollandaise,f
lipothymie,f
linotypie,f
sténotype,f
vaccinateur,m
sérovaccination,f
sténotypie,f
dysphonie,f
stégodonte,m
homodonte,m
labyrinthodonte,m
glyptodonte,m
chloramphénicol,m
priodonte,m
stéganopode,m
uropode,m
urédospore,f
téleutospore,f
taxodonte,m
chénopode,m
gnomonique,f
glycosurie,f
arme de jet,f
échansonne,f
rhyolithe,f
ostéolithe,m
millithermie,f
galalithe,f
gonozoïde,m
podolithe,m
porphyroïde,m
vaccinoïde,f
varioloïde,f
diaphonie,f
tétraphonie,f
tératogénie,f
hétéromorphie,f
oléandomycine,f
lipoïde,m
hétéromorphisme,m
percomorphe,m
schizogamie,f
gynandromorphisme,m
périnéorraphie,f
ichtyoïde,m
typhomycine,f
périostite,f
érythromycine,f
orogénie,f
crinoïde,m
hétérogénie,f
ostéochondrite,f
néomycine,f
ostéochondromatose,f
phonogénie,f
ostéoclasie,f
staphylorraphie,f
isomorphie,f
ostéonécrose,f
ostéochondrose,f
hiérogamie,f
trypanosomiase,f
photogénie,f
feldspathoïde,m
phalloïde,m
ostéome,m
ostéodynie,f
ostéosarcome,m
vidéophonie,f
ostéosynthèse,f
ostéose,f
ostéophyte,f
hypocycloïde,m
cholécystite,f
hémialgie,f
céphalalgie,f
ostéophone,m
ténalgie,f
hépatalgie,f
ostéalgie,f
hyperalgie,f
érepsine,f
hétérochromosome,m
schizoïde,m
écotype,m
lumitype,f
phototactisme,m
hydrocraquage,m
galvanotypie,f
galvanotropisme,m
phototypie,f
hydrotaxie,f
hydrocraqueur,f
hydrodésulfuration,f
hydrocharidacée,f
hydronymie,f
hydronéphrose,f
hydrozoaire,m
hydrocèle,f
hydrobase,f
hydrominéral,m
bradypsychie,f
hydrométéore,m
hydropéricarde,m
bradypepsie,f
hydrocotyle,f
chromotypie,f
craqueur,m
sphinctéralgie,f
craqueur catalytique,m
hydro-électricité,f
oxylithe,m
dyslalie,f
galvanotaxie,f
hydrophtalmie,f
ferrotypie,f
haussecol,m
baie de genévrier,f
baie de genièvre,f
HLM,f
bronchectasie,f
isostasie,f
isothermie,f
coxarthrose,f
télangiectasie,f
dyshidrose,f
furosémide,f
dysidrose,f
hémarthrose,f
discarthrose,f
hydarthrose,f
hématidrose,f
primerose,f
lombarthrose,f
passerose,f
neurosécrétion,f
oxyurose,f
noradrénaline,f
néphrose,f
pullorose,f
dystasie,f
téléonomie,f
sidérose,f
pithécanthrope,m
théophilanthropie,f
schizonévrose,f
psychonévrose,f
pseudarthrose,f
théophilanthrope,m
macroséisme,m
bretesse,f
érubescence,f
électroculture,m
électropuncture,f
électrostriction,f
électrochirurgie,f
électrocoagulation,f
électrogalvanisme,m
électrovalve,f
électrovanne,f
électroponcture,f
électrocautère,f
électrotropisme,m
gorgière,f
imperceptibilité,f
coërcibilité,f
calculabilité,f
équiprobabilité,f
expansibilité,f
comestibilité,f
cessibilité,f
impeccabilité,f
diffusibilité,f
excusabilité,f
fermentescibilité,f
indélébilité,f
exploitabilité,f
impressionnabilité,f
dissolubilité,f
imprévisibilité,f
inaccessibilité,f
fusibilité,f
indéfectibilité,f
inexpugnablé,f
incompréhensibilité,f
indissolubilité,f
indéformabilité,f
inapplicabilité,f
incontestabilité,f
incommutabilité,f
indestructibilité,f
inamovibilité,f
inextricabilité,f
inintelligibilité,f
imperturbabilité,f
unisexualité,f
tréponématose,f
lymphogranulomatose,f
hématose,f
rhinolaryngite,f
comparatisme,m
ergotisme,m
conceptisme,m
lymphatisme,m
immanentisme,m
hippocratisme,m
méphitisme,m
pithiatisme,m
sanskritisme,m
prostatisme,m
phonétisme,m
pseudorhumatisme,m
gestaltisme,m
scotisme,m
consonantisme,m
transvestisme,m
pathétisme,m
péristaltisme,m
coopératisme,m
synthétisme,m
spermatisme,m
prophétisme,m
lymphangite,f
mithridatisme,m
imprescriptibilité,f
tolérantisme,m
métachromatisme,m
neurofibromatose,f
ordonnatrice,f
hémochromatose,f
préromantisme,m
exigibilité,f
saignement de nez,m
musique d'ameublement,f
chapeau de fer,m
chapel de fer,m
hépatotoxémie,f
macroglobulinémie,f
hémiédrie,f
lipémie,f
staphylococcie,f
oxycarbonémie,f
oxalémie,f
staphylococcémie,f
tularémie,f
virémie,f
hyperchlorhydrie,f
homogamétie,f
étiqueteuse,f
hyperazotémie,f
hydrémie,f
hyperlipidémie,f
étiqueteur,m
premier-né,m
hypercholestérolémie,f
micro-informatique,f
opéra-comique,m
psychocritique,f
catéchiste,m
physiocratie,f
thyréostimuline,f
prosyllogisme,m
médiocratie,f
ontologisme,m
pulvérulence,f
visagisme,m
féculence,f
psychotechnicien,m
psychotechnicienne,f
eurythmie,f
ougaritique,m
pharmacodynamie,f
isodynamie,f
social-démocratie,f
vidamie,f
vitrocéramique,f
psychologisme,m
téphronie,f
dystonie,f
disharmonie,f
histoplasmose,f
spermogonie,f
isochronisme,m
microdécision,f
glauconie,f
dysphorie,f
laryngisme,m
hyperlipémie,f
hypochlorhydrie,f
pharmacodynamique,f
enharmonie,f
promyélocyte,m
broncho-pneumonie,f
patristique,f
éclat de rire,f
sous-commission,f
éruption solaire,f
épiphytie,f
phytozoaire,m
métaphyse,f
phyllie,f
microphysique,f
glossophytie,f
gamétophyte,m
économétricien,m
stomatorragie,f
iodophilie,f
touche morte,f
sursimulation,f
coadministratrice,f
glycorégulation,f
protogalaxie,f
protogynie,f
trophallaxie,f
pyrexie,f
colombophilie,f
coadministrateur,m
rectopexie,f
néphropexie,f
protohistorien,m
taphophilie,f
discophilie,f
emphysémateux,m
roast-beef,m
gérontophilie,f
corned-beef,m
thyrotrophine,f
protothérien,m
somatotrophine,f
suraccumulation,f
économétricienne,f
protomé,m
ménologe,m
ménorragie,f
sécurité informatique,f
veuglaire,m
thioalcool,m
rétroposition,f
latéroversion,f
latéropulsion,f
héliportage,m
rétrospection,f
thermopropulsion,f
rétropropulsion,f
hellénisation,f
hémoglobinurie,f
kymrique,m
polystélie,f
logogriphe,m
philistinisme,m
palingénésie,f
gonochorisme,m
procréatrice,f
théurgie,f
porphyrie,f
procréateur,m
espagnolisme,m
pythagorisme,m
quatre-quart,m
foodtruck,m
quatre quart,m
quatre quarts,m
rabiole,f
règle d'engagement,f
passe d'armes,f
conscience de classe,f
rythme de croisière,m
assertivité,f
africanité,f
pince à sertir,f
îlot de chaleur,m
touret à meuler,m
meuleuse,f
meuleuse d'angle,f
septantaine,f
scie à chaîne,f
garde-queue,m
hétéroptère,m
hoguine,f
pissière,f
pissière,f
pigache,f
huque,f
pension complète,f
coup de chaleur,m
topette,f
leucoplasie,f
hyperplasie,f
leuconychie,f
myélome,m
leucomyélite,f
leucose,f
diésélification,f
leucopédèse,m
démythification,f
caséification,f
gélification,f
dépersonnalisation,f
dénitrification,f
lactosurie,f
lactoflavine,m
frontalité,f
lesbisme,m
continentalité,f
éthérisation,f
lichénification,f
exterritorialité,f
éthérisme,m
dextralité,f
extinction massive,f
scie sabre,f
bleu de Prusse,m
bleu de travail,m
égoïne,f
scie à chantourner,f
scie à guichet,f
scie à archet,f
scie à dos,f
scie à métaux,f
molinisme,m
iodisme,m
méningiome,m
luddisme,m
hybridisme,m
polysyllabisme,m
propagandisme,m
néoplasticisme,m
synoecisme,m
ludisme,m
syllabisme,m
hanafisme,m
monadisme,m
européisme,m
physicisme,m
sabéisme,m
mandéisme,m
misonéisme,m
psittacisme,m
saphisme,m
prognathisme,m
malékisme,m
caporalisme,m
mendélisme,m
pancalisme,m
légalisme,m
immatérialisme,m
simultanéisme,m
gouvernementalisme,m
maximalisme,m
éréthisme,m
occasionnalisme,m
néo-classicisme,m
pétalisme,m
instrumentalisme,m
hospitalisme,m
présidentialisme,m
puérilisme,m
conceptualisme,m
mentalisme,m
providentialisme,m
embolisme,m
palamisme,m
chimisme,m
semi-nomadisme,m
bromisme,m
néo-criticisme,m
virilisme,m
lambdacisme,m
seiziémisme,m
misérabilisme,m
scie égoïne,f
noctambulisme,m
unanimisme,m
pancosmisme,m
irénisme,m
marginalisme,m
diabolisme,m
démonisme,m
diatonisme,m
oxycarbonisme,m
cultéranisme,m
sociocentrisme,m
nestorianisme,m
national-socialisme,m
donjuanisme,m
indianisme,m
indianisation,f
socinianisme,m
néo-colonialisme,m
radical-socialisme,m
européanisme,m
panhellénisme,m
italianisme,m
phagédénisme,m
mérycisme,m
planisme,m
pyrrhonisme,m
ossianisme,m
pélagianisme,m
scie à onglet,f
thyroïdisme,m
palladianisme,m
hylozoïsme,m
sabellianisme,m
néo-thomisme,m
lépisme,m
dodécaphonisme,m
hygrophobe,m
sinapisme,m
indexage,m
latitudinarisme,m
hispanisme,m
historisme,m
gongorisme,m
latinisme,m
mesmérisme,m
vulgarisme,m
catégorème,m
pindarisme,m
galénisme,m
tellurisme,m
lettrisme,m
molinosisme,m
phallocentrisme,m
pilocarpe,m
parsisme,m
néo-darwinisme,m
tantrisme,m
saint-simonisme,m
non-conformisme,m
catégoricité,f
euphuisme,m
solidarisme,m
humorisme,m
médiévisme,m
néopositivisme,m
je-m'en-fichisme,m
don-juanisme,m
nativisme,m
néo-platonisme,m
contre-terrorisme,m
planétarisation,f
polyhybridisme,m
néo-réalisme,m
néo-positivisme,m
fakirisme,m
objectivisme,m
physicalisme,m
théocentrisme,m
cathétérisme,m
judéo-christianisme,m
dérouleur,m
nietzschéisme,m
porte-papier,m
hermaphrodisme,m
non-conformiste,m
haute saison,f
basse saison,f
monobob,m
